timestamp,instrument_key,side,qty,price,expiry,tag,pnl
2026-01-09 19:30:59,NSE_FO|64873,BUY,65,420.0,2026-02-24,MONTHLY_ENTRY,
2026-01-09 19:30:59,NSE_FO|46162,SELL,65,73.0,2026-01-13,WEEKLY_ENTRY,
2026-01-21 14:26:18,W1,BUY,65,100.0,2026-01-08,WEEKLY_EXIT_ADJ,0.0
2026-01-21 14:26:18,W_ATM,SELL,65,100.0,2026-01-01,WEEKLY_ROLL_ENTRY,
2026-01-21 14:26:20,W1,BUY,65,100.0,2026-01-08,WEEKLY_EXIT_ADJ,0.0
2026-01-21 14:26:20,W_RALLY_TARGET,SELL,65,100.0,2026-01-01,WEEKLY_ROLL_ENTRY,
2026-01-21 14:26:20,W1,BUY,65,100.0,2026-01-08,WEEKLY_EXIT_ADJ,0.0
2026-01-21 14:26:20,W_NEW,SELL,65,100.0,2026-01-01,WEEKLY_ROLL_ENTRY,
2026-01-21 14:26:20,W1,BUY,65,100.0,2026-01-08,EXIT_MAX_LOSS,0.0
2026-01-21 14:26:20,M1,SELL,65,100.0,2026-02-24,EXIT_MAX_LOSS,-6500.0
2026-01-23 15:00:25,NSE_FO|58666,BUY,65,92.65,2026-01-27,EXIT_PRE_EXPIRY_EXIT,1553.4999999999995
2026-01-23 15:00:25,NSE_FO|64863,SELL,65,690.65,2026-02-24,EXIT_PRE_EXPIRY_EXIT,19272.5
